"","Street.Name","From","To","Block","Ward","Overall","Crack","Patch","Length","Width","Date.R8d","DLO","P","O.L","Flush_Oil","Class","Pvmt"
"199","Basin St.","Kirkpatrick","Sunset/Danforth","300","2",6,3,3,587,30,"4/15","2004","",NA,"F","Local","No Base Full Asphalt"
"200","Bassett St.","Madison","Hawthorne","100","17",7,4,3,616,27,"6/15","2006","",NA,"F","Local","Base and Curbs"
"201","Bassett St.","E. Genesee","Madison","100","17",7,4,3,411,27,"6/15","2006","",NA,"F","Local","Base and Curbs"
"202","Bassett St.","Hawthorne","Beech","200","17",8,4,4,513,27,"6/15","2006","",NA,"F","Local","Base and Curbs"
"203","Beacon Rd.","Taft","North","100","4",7,3,4,264,28,"4/14","2001","",NA,"F","Local","No Base 3 Asphalt"
"204","Beacon Rd.","North","Hazelhurst","200","4",6,3,4,323,28,"4/14","2001","",NA,"F","Local","No Base 3 Asphalt"
"205","Beacon Rd.","Hazelhurst","Marlborough","300","4",7,4,4,210,28,"4/14","2001","",NA,"F","Local","No Base 3 Asphalt"
"206","Beacon Rd.","Marlborough","Fobes","400","4",6,3,4,230,28,"4/14","2001","",NA,"F","Local","No Base 3 Asphalt"
"207","Bear St., E.","Sunset","Lodi","100","2",7,3,4,293,35,"4/14","1980","",NA,"F","Local","No Base Full Asphalt"
"208","Bear St., E.","Lodi","N. Salina","200","2",7,4,4,449,35,"4/14","1980","",NA,"F","Local","No Base Full Asphalt"
"209","Bear St., E.","N. Salina","Park","300","1",5,2,3,513,34,"4/15","1990","",NA,"F","Local","No Base Full Asphalt"
"210","Bear St., E.","Park","Carbon","400","1",8,3,5,499,34,"4/15","2006","",NA,"F","Local","No Base 3 Asphalt"
"211","Bear St., E.","Carbon","Spring","500","1",8,4,5,490,34,"4/15","2006","",NA,"F","Local","No Base 3 Asphalt"
"212","Bear St., E.","Spring","First North","600","1",8,4,5,510,34,"4/15","2006","",NA,"F","Local","No Base 3 Asphalt"
"213","Bear St., E.","First North","Second North","700","1",8,4,5,513,34,"4/15","2007","",NA,"F","Local","No Base 3 Asphalt"
"214","Bear St., E.","Second North","Grant Blvd.","800","1",8,4,5,484,34,"4/15","2007","",NA,"F","Local","No Base 3 Asphalt"
"215","Bear St., W.","Sunset","N. Clinton","100","2",5,3,3,411,36,"4/14","1980","",NA,"F","Minor Arterial","No Base 3 Asphalt"
"216","Bear St., W.","N. Clinton","Solar","200","2",6,3,1,763,54,"4/14","1980","",NA,"F","Minor Arterial","No Base 3 Asphalt"
"217","Bear St., W.","Solar","Van Rennselaer","300","2",5,3,1,1555,64,"4/14","1980","",NA,"F","Minor Arterial","No Base 3 Asphalt"
"218","Bear St., W.","Van Rennselaer","Pulaski","400","2",5,3,1,909,68,"4/14","1980","",NA,"F","Minor Arterial","No Base 3 Asphalt"
"219","Bear St., W.","Pulaski","Spencer","500","2",5,3,2,910,68,"4/14","1980","",NA,"F","Minor Arterial","No Base 3 Asphalt"
"220","Beard Ave., E.","S. Salina","S. State","100","19",5,3,2,528,25,"5/14","1991","",NA,"F","Local","No Base 3 Asphalt"
"221","Beard Ave., W.","S. Salina","Landon","100","19",4,3,1,587,28,"3/15","1996","",NA,"F","Local","No Base 3 Asphalt"
"222","Beard Ave., W.","Landon","Mark","200","19",4,3,1,572,28,"3/15","1996","",NA,"F","Local","No Base 3 Asphalt"
"223","Beard Ave., W.","Mark","Midland","300","19",3,3,1,252,28,"3/15","1996","",NA,"F","Local","No Base 3 Asphalt"
"224","Beard Ave., W.","Midland","Glahn","400","19",5,3,2,675,23,"3/15","1980","",NA,"F","Local","Base and Curbs"
"225","Beard Pl.","E. Beard","Colvin","100","19",3,2,1,581,12,"5/14","1993","",NA,"F","Local","No Base Full Asphalt"
"226","Beattie St","Erie Blvd","Dakin","100","17",5,2,3,900,22,"6/15","1988","",NA,"O","Local","No Base 3 Asphalt"
"227","Beattie St.","Dakin","Ridgeway","200","17",5,2,3,551,22,"6/15","1988","",NA,"O","Local","No Base 3 Asphalt"
"228","Beattie St.","Ridgeway","Fayette St.","300","17",5,3,3,337,22,"6/15","1988","",NA,"O","Local","No Base 3 Asphalt"
"229","Beattie St.","Fayette St.","Niven","400","17",5,3,3,323,22,"6/15","1992","",NA,"O","Local","No Base 3 Asphalt"
"230","Beattie St.","Niven","Didama","500","17",5,3,3,331,22,"6/15","1992","",NA,"O","Local","No Base 3 Asphalt"
"231","Beattie St.","Didama","Salt Springs","600","17",5,3,3,396,22,"6/15","1992","",NA,"O","Local","No Base 3 Asphalt"
"232","Beaumont Pl.","Doll Pkwy","Barrington","100","17",4,2,4,293,35,"5/14","1988","",NA,"O","Local","Base and Curbs"
"233","Becker St.","Pond","Craig","100","3",7,3,5,300,19,"4/15","2002","",NA,"O","Local","Base and Curbs"
"234","Beech St S","Erie Blvd.","Washington","100","16",8,4,5,381,30,"4/14","2003","1983",NA,"F","Local","No Base 3 Asphalt"
"235","Beech St S","Washington","Fayette St.","200","16",7,4,3,320,30,"4/14","2003","1983",NA,"F","Local","No Base 3 Asphalt"
"236","Beech St. S","Fayette St.","Genesee","300","16",7,3,5,575,24,"4/14","2003","1993",NA,"F","Local","No Base 3 Asphalt"
"237","Beech St. S","Genesee","Madison","400","16",6,4,3,880,24,"4/14","2003","1993",NA,"F","Local","No Base 3 Asphalt"
"238","Beech St. S","Madison","Cherry","500","17",5,3,2,850,24,"6/15","1994","",NA,"F","Local","No Base 3 Asphalt"
"239","Beech St. S","Cherry","Dell","600","17",5,4,2,1015,24,"6/15","1994","",NA,"F","Local","No Base 3 Asphalt"
"240","Beech St. S","Dell","Wescott","700","17",6,3,3,910,24,"6/15","1994","",NA,"F","Local","No Base 3 Asphalt"
"241","Beech St.,N.","Erie Blvd.","Canal","100","6",5,2,4,499,36,"4/15","1990","",NA,"F","Local","No Base 3 Asphalt"
"242","Beech St.,N.","Canal","Burnet","200","6",3,2,2,381,36,"4/15","1990","",NA,"F","Local","No Base 3 Asphalt"
"243","Beech St.,N.","Burnet","Hawley","300","6",3,2,1,1012,36,"4/15","1990","",NA,"F","Local","No Base 3 Asphalt"
"244","Beecher St.","Rosewood","Alvord/Highland","100","6",7,4,4,590,25,"4/14","1999","1981",NA,"F","Local","No Base 3 Asphalt"
"245","Beecher St.","Alvord/Highland","Graves","200","6",5,3,4,675,25,"4/14","1999","1981",NA,"O","Local","Base and Curbs"
"246","Beecher St.","Graves","Jasper","300","6",6,3,4,600,25,"4/14","1981","",NA,"F","Local","No Base 3 Asphalt"
"247","Belden Ave., E.","Pearl","State","200","9",5,2,3,163,30,"4/14","1999","",NA,"F","Local","No Base 3 Asphalt"
"248","Belden Ave., W.","Plum","Leavenworth","700","2",8,4,3,850,34,"4/15","2006","",NA,"F","Local","No Base 3 Asphalt"
"249","Belden Ave., W.","Leavenworth","Van Rennselaer","800","2",7,3,5,800,34,"4/15","2004","",NA,"F","Local","No Base 3 Asphalt"
"250","Belden Ave., W.","Van Rennselaer","Sand","900","2",7,3,4,470,34,"4/15","2004","",NA,"F","Local","No Base 3 Asphalt"
"251","Belden Ave., W.","Sand","Geddes","1000","2",7,4,3,750,34,"4/15","2004","",NA,"F","Local","No Base 3 Asphalt"
"252","Belden Ave., W.","Geddes","Liberty","1100","2",6,3,3,765,34,"4/14","1997","",NA,"F","Local","No Base 3 Asphalt"
"253","Belden Ave., W.","Liberty","Eureka","1200","2",6,4,3,630,25,"4/14","1980","",NA,"F","Local","No Base 3 Asphalt"
"254","Bellair Pl.","Parkway","dead end","100","12",7,4,4,211,23,"3/14","1980","",NA,"O","Local","Base and Curbs"
"255","Belle Ave.","S. Salina","Midland","100","14",4,2,2,1504,24,"5/14","1980","",NA,"O","Local","Base and Curbs"
"256","Bellevue Ave.","Midland Av.","Lincoln","100","12",5,3,3,352,30,"3/15","1992","",NA,"F","Collector","No Base 3 Asphalt"
"257","Bellevue Ave.","Lincoln","South","200","12",5,2,3,557,30,"3/15","1992","",NA,"F","Collector","No Base 3 Asphalt"
"258","Bellevue Ave.","South","Hudson","300","12",7,4,3,308,30,"3/15","2005","1983",NA,"F","Collector","No Base 3 Asphalt"
"259","Bellevue Ave.","Hudson","Rich St.","400","12",8,4,4,340,36,"3/15","2005","1983",NA,"F","Collector","No Base 3 Asphalt"
"260","Bellevue Ave.","Rich St.","Palmer","500","12",8,4,4,305,30,"3/15","2005","1983",NA,"F","Collector","No Base 3 Asphalt"
"261","Bellevue Ave.","Palmer","Coolidge","600","12",8,4,4,323,30,"3/15","2005","1983",NA,"F","Collector","No Base 3 Asphalt"
"262","Bellevue Ave.","Coolidge","Onondaga Av.","700","12",8,4,4,337,30,"3/15","2005","1983",NA,"F","Collector","No Base 3 Asphalt"
"263","Bellevue Ave.","Onondaga Av.","Summit","800","12",7,4,4,411,30,"3/15","2003","",NA,"F","Collector","No Base 3 Asphalt"
"264","Bellevue Ave.","Summit","Clairmonte","900","12",5,3,2,704,30,"3/15","1980","",NA,"F","Collector","No Base 3 Asphalt"
"265","Bellevue Ave.","Clairmonte","Bradley","1000","11",7,4,3,909,30,"3/15","2002","1997",NA,"F","Collector","No Base 3 Asphalt"
"266","Bellevue Ave.","Bradley","S. Geddes","1100","11",7,4,2,705,30,"3/15","1980","",NA,"F","Collector","No Base 3 Asphalt"
"267","Bellevue Ave.","S. Geddes","Arthur","1200","11",7,4,2,469,30,"3/15","2004","1993",NA,"F","Collector","No Base 3 Asphalt"
"268","Bellevue Ave.","Arthur","Duane","1300","11",6,4,2,402,30,"3/15","2004","1993",NA,"F","Collector","No Base 3 Asphalt"
"269","Bellevue Ave.","Duane","Markland","1400","11",7,4,3,330,30,"3/15","2004","1993",NA,"F","Collector","No Base 3 Asphalt"
"270","Bellevue Ave.","Markland","Rider","1500","11",6,3,2,302,30,"3/15","2004","1993",NA,"F","Collector","No Base 3 Asphalt"
"271","Bellevue Ave.","Rider","Reed","1600","11",6,3,2,265,30,"3/15","2004","1993",NA,"F","Collector","No Base 3 Asphalt"
"272","Bellevue Ave.","Reed","Upland","1700","11",5,3,2,634,30,"3/15","2004","1993",NA,"F","Collector","No Base 3 Asphalt"
"273","Bellevue Ave.","Upland","Bungalow","1800","11",6,4,2,334,30,"3/15","2004","1993",NA,"F","Collector","No Base 3 Asphalt"
"274","Bellevue Ave.","Bungalow","Velasko","1900","11",5,3,2,405,30,"3/15","2004","1992",NA,"F","Collector","No Base 3 Asphalt"
"275","Bellevue Ave.","Velasko","Austin","2000","11",5,3,2,528,36,"3/15","2002","1987",NA,"F","Collector","No Base 3 Asphalt"
"276","Bellevue Ave.","Austin","Sunhill Terr.","2100","11",5,3,2,308,36,"3/15","2002","1987",NA,"F","Collector","No Base 3 Asphalt"
"277","Bellevue Ave.","Sunhill Terr.","Archer","2200","11",5,3,2,352,36,"3/15","2002","1987",NA,"F","Collector","No Base 3 Asphalt"
"278","Bellevue Ave.","Archer","Glenwood","2300","11",5,3,2,733,36,"3/15","2002","1987",NA,"F","Collector","No Base 3 Asphalt"
"279","Bellevue Ave.","Glenwood","Winkworth Pkwy","2400","11",5,3,2,190,36,"3/15","2002","1987",NA,"F","Collector","No Base 3 Asphalt"
"280","Bellevue Ave.","Winkworth Pkwy","City Line","2500","11",4,2,3,675,36,"3/15","2001","1987",NA,"F","Collector","No Base 3 Asphalt"
"281","Bellmont Ave.","Otisco","dead end","100","8",8,4,4,211,18,"9/14","1980","",NA,"O","Local","Base and Curbs"
"282","Bellshire La.","Seventh North","dead end","100","1",7,3,4,400,28,"4/14","1997","",NA,"O","Local","Base and Curbs"
"283","Bender St.","Darlington","Kenwick","100","3",7,3,5,211,22,"4/15","1998","",NA,"O","Local","Base and Curbs"
"284","Benedict Ave.","E. Colvin","dead end","100","19",5,2,3,739,24,"5/14","1985","",NA,"O","Local","Base and Curbs"
"285","Bennington Dr.","S. Salina","Churchill","100","14",5,2,4,528,27,"6/15","1985","",NA,"F","Local","No Base 3 Asphalt"
"286","Bennington Dr.","Churchill","Menlo/D.E.","200","14",5,2,4,469,27,"6/15","2003","1985",NA,"F","Local","No Base 3 Asphalt"
"287","Berger Ave.","W. Newell","Onon. Crk. Blvd.","100","13",7,3,4,1262,25,"4/15","1991","",NA,"O","Local","Base and Curbs"
"288","Berkeley Dr.","Stratford","Dorset","100","16",7,3,4,367,32,"5/15","2000","",NA,"F","Local","No Base 3 Asphalt"
"289","Berkeley Dr.","Dorset","Terrace","200","16",4,2,3,500,32,"5/15","2000","",NA,"F","Local","No Base 3 Asphalt"
"290","Berkeley Dr.","Terrace","Broad","300","16",5,2,3,880,32,"5/15","2000","",NA,"F","Local","No Base 3 Asphalt"
"291","Berkshire Ave.","Butternut","Wadsworth","100","3",3,2,2,909,27,"4/14","1980","",NA,"F","Local","No Base 3 Asphalt"
"292","Berkshire Ave.","Wadsworth","Herz","200","3",6,3,4,396,27,"4/14","1980","",NA,"O","Local","Base and Curbs"
"293","Berkshire Ave.","Herz","Darlington","300","3",5,3,4,405,27,"4/14","1980","",NA,"O","Local","Base and Curbs"
"294","Bertram Pl.","Onon. Crk. Blvd.","Valley Dr.","100","13",6,3,4,1060,28,"4/15","2004","",NA,"O","Local","Base and Curbs"
"295","Berwyn Ave.","E. Colvin St.","dead end","100","19",5,3,2,634,22,"5/14","1980","",NA,"O","Local","Base and Curbs"
"296","Beverly Rd.","Stolp","Crossett","100","12",8,5,4,898,24,"3/14","2009","",NA,"F","Local","No Base Full Asphalt"
"297","Bishop Ave.","W. Colvin","Elmhurst","100","13",5,3,1,690,30,"6/14","1980","",NA,"F","Local","No Base 3 Asphalt"
"298","Bishop Ave.","Marguerite","Brighton","300","13",7,3,4,308,27,"6/14","1980","",NA,"O","Local","Base and Curbs"
"299","Bishop Ave.","Brighton","Lafayette","400","13",6,3,3,323,27,"6/14","1980","",NA,"O","Local","Base and Curbs"
"300","Bissell St., E","South","Rockland","100","12",5,3,3,898,23,"3/14","1990","",NA,"O","Local","Base and Curbs"
"301","Bissell St., W","South","Onondaga Av.","100","12",6,4,3,686,24,"3/14","1990","",NA,"O","Local","Base and Curbs"
"302","Blaine St","Cortland","Midland","100","18",10,5,5,634,25,"10/13","2013","1985",NA,"F","Local","No Base 3 Asphalt"
"303","Blossom Rd.","East Ave","dead end","100","17",5,3,3,429,26,"5/14","1996","",NA,"O","Local","Base and Curbs"
"304","Boise Dr","Lorraine","Ruth","100","19",8,4,5,265,24,"5/15","2006","",NA,"F","Local","No Base 3 Asphalt"
"305","Boise Dr","Ruth","Harriette","200","19",8,4,5,250,24,"5/15","2006","",NA,"F","Local","No Base 3 Asphalt"
"306","Borden Ave., E","S. Salina","S. State","100","18",4,3,1,550,33,"5/14","1991","",NA,"F","Local","No Base 3 Asphalt"
"307","Borden Ave., E.","S. State","Baker","200","18",5,3,4,320,18,"5/14","2002","",NA,"F","Local","No Base 3 Asphalt"
"308","Borden Ave., E.","Baker","Garfield","300","18",5,3,4,295,18,"4/15","2002","",NA,"F","Local","No Base 3 Asphalt"
"309","Borden Ave., W","S. Salina","Landon","100","19",8,4,4,585,27,"5/14","2005","1996",NA,"F","Local","No Base 3 Asphalt"
"310","Borden Ave., W","Landon","Midland","200","19",8,4,5,925,27,"5/14","2005","1996",NA,"F","Local","No Base 3 Asphalt"
"311","Borden Ave., W.","Midland","Argyle","300","19",8,4,5,700,25,"5/14","2005","",NA,"F","Local","Base and Curbs"
"312","Boston St.","dead end","Northcliffe","100","5",5,3,3,290,26,"4/14","1985","",NA,"O","Local","Base and Curbs"
"313","Boston St.","Northcliffe","Glencove","200","5",4,3,2,805,26,"4/14","1985","",NA,"O","Local","Base and Curbs"
"314","Boston St.","Glencove","Caleb","300","5",5,3,4,585,26,"4/14","1985","",NA,"O","Local","Base and Curbs"
"315","Boston St.","Caleb","Burnet","400","5",6,3,4,730,26,"4/14","1985","",NA,"O","Local","Base and Curbs"
"316","Boyden St.","Pattison","Vine","100","6",3,2,2,615,27,"4/15","1985","",NA,"F","Local","No Base 3 Asphalt"
"317","Boyden St.","Vine","Wilson","200","6",5,4,2,470,27,"4/15","1993","",NA,"F","Local","No Base 3 Asphalt"
"318","Boyden St.","Wilson","Teall","300","6",6,3,4,500,27,"4/15","1993","",NA,"F","Local","No Base 3 Asphalt"
"319","Boyden St.","Teall","Sunstruck","400","5",6,3,4,320,28,"4/14","1980","",NA,"O","Local","Base and Curbs"
"320","Boyden St.","Sunstruck","Hixson","400","5",7,3,4,320,28,"4/14","1980","",NA,"O","Local","Base and Curbs"
"321","Boyden St.","Hixson","Sunnycrest Pk.","500","5",6,3,3,450,28,"4/14","1980","",NA,"O","Local","Base and Curbs"
"322","Brace St","Turtle","Court","100","1",8,4,4,581,21,"4/14","2005","",NA,"O","Local","Base and Curbs"
"323","Bradford La","Euclid","City Line","100","17",5,3,4,718,29,"6/15","2000","",NA,"O","Local","Base and Curbs"
"324","Bradford Pkwy","E. Genesee","Meadowbrook","100","17",6,3,3,1027,36,"6/15","2000","",NA,"F","Local","No Base 3 Asphalt"
"325","Bradford Pkwy.","Meadowbrook","Hatherly Rd.","200","17",5,2,3,1055,36,"6/15","2000","",NA,"F","Local","No Base 3 Asphalt"
"326","Bradford Pkwy.","Hatherly Rd.","Euclid","300","17",6,3,3,820,36,"6/15","2000","",NA,"F","Local","No Base 3 Asphalt"
"327","Bradford Pkwy.","Euclid","dead end","400","17",6,2,4,1525,33,"6/15","2004","",NA,"O","Local","Base and Curbs"
"328","Bradford St.","Valley Dr.","Mains","100","13",6,4,3,554,25,"6/14","1980","",NA,"O","Local","Base and Curbs"
"329","Bradley St","Putnam","Rowland","100","11",7,3,4,350,24,"4/14","1980","",NA,"O","Local","Base and Curbs"
"330","Bradley St.","Rowland","Elliot","200","11",6,3,4,290,24,"4/14","1980","",NA,"O","Local","Base and Curbs"
"331","Bradley St.","Elliot","Onondaga St.","300","11",6,4,2,295,24,"3/15","1994","",NA,"O","Local","Base and Curbs"
"332","Bradley St.","Onondaga St.","Bellevue","400","11",7,3,4,550,24,"3/15","1994","",NA,"O","Local","Base and Curbs"
"333","Brampton Rd","S. Salina","Coldbrook","100","14",6,3,3,1056,24,"6/15","1980","",NA,"O","Local","Base and Curbs"
"334","Brampton Rd","Coldbrook","Latter Dr.","200","14",6,3,4,366,24,"6/15","1980","",NA,"O","Local","Base and Curbs"
"335","Brattle Road","Dewitt","Sedgwick","100","4",3,2,3,880,20,"5/15","1990","",NA,"F","Local","No Base 3 Asphalt"
"336","Brattle Road","Sedgwick","Rugby","200","4",4,3,2,1731,20,"5/15","1991","",NA,"F","Local","No Base 3 Asphalt"
"337","Brattle Road","Rugby","Kline","300","4",5,3,3,360,36,"5/15","2000","",NA,"F","Local","No Base 3 Asphalt"
"338","Brattle Road","Kline","Mertens","400","4",6,3,3,1155,36,"5/15","2000","",NA,"F","Local","No Base 3 Asphalt"
"339","Brattle Road","Mertens","Grant Blvd.","500","4",7,3,5,460,36,"5/15","2000","",NA,"F","Local","No Base 3 Asphalt"
"340","Bridget Cir","Onon. Crk. Blvd.","dead end","100","13",7,4,4,370,27,"3/05","1980","",NA,"F","Local","No Base 3 Asphalt"
"341","Briggs St","Butternut","Wadsworth","100","3",5,2,3,909,25,"4/14","1980","",NA,"O","Local","Base and Curbs"
"342","Briggs St","Wadsworth","Darlington","200","3",6,3,4,792,25,"4/14","1980","",NA,"O","Local","Base and Curbs"
"343","Brighton Ave E","S. Salina","S. State","100","14",6,3,4,528,35,"6/15","2008","",NA,"F","Principal Arterial","No Base 3 Asphalt"
"344","Brighton Ave E","S. State","81 on-ramp","200","14",6,3,4,587,35,"6/15","2008","",NA,"F","Principal Arterial","No Base Full Asphalt"
"345","Brighton Ave E","81 on-ramp","Thurber","300","14",6,3,4,675,35,"6/15","2004","",NA,"F","Principal Arterial","No Base Full Asphalt"
"346","Brighton Ave E","Thurber","Ball Circle","400","14",6,3,2,1995,35,"5/14","2004","",NA,"F","Principal Arterial","No Base Full Asphalt"
"347","Brighton Ave E","Ball Circle","Ainsley Dr.","500","14",6,3,4,645,35,"5/14","2004","",NA,"F","Principal Arterial","No Base Full Asphalt"
"348","Brighton Ave E","Ainsley Dr.","E. Glen","600","14",7,4,4,637,35,"5/14","2005","",NA,"F","Principal Arterial","No Base Full Asphalt"
"349","Brighton Ave E","E. Glen","Rock Cut Rd.","700","14",7,4,4,1349,85,"5/14","2005","",NA,"F","Minor Arterial","No Base Full Asphalt"
"350","Brighton Ave E","Rock Cut Rd.","Intrepid Lane","800","14",7,4,3,1060,82,"5/14","2005","",NA,"F","Minor Arterial","No Base Full Asphalt"
"351","Brighton Ave E.","Intrepid Lane","Seneca Tnpk","900","14",7,4,3,524,72,"5/14","2005","",NA,"F","Minor Arterial","No Base Full Asphalt"
"352","Brighton Ave W","S. Salina","Webster","100","19",7,4,3,484,30,"5/14","2001","",NA,"F","Local","No Base 3 Asphalt"
"353","Brighton Ave W","Webster","Cannon","100","19",7,4,3,410,30,"5/14","2001","",NA,"F","Local","No Base 3 Asphalt"
"354","Brighton Ave W","Cannon","Midland","200","19",7,4,3,821,30,"5/14","2001","",NA,"F","Local","No Base 3 Asphalt"
"355","Brighton Ave W","Midland","Hope","300","19",6,3,5,469,30,"3/15","2008","",NA,"F","Local","No Base 3 Asphalt"
"356","Brighton Ave W","Hope","Hatch","400","19",6,2,4,411,30,"3/15","2008","",NA,"F","Local","No Base 3 Asphalt"
"357","Brighton Ave W","Hatch","bridge","500","19",6,2,3,557,28,"3/15","2008","",NA,"F","Local","No Base 3 Asphalt"
"358","Brighton Ave W","Hunt","Bishop","600","13",4,3,2,666,28,"6/14","2003","1985",NA,"F","Local","No Base 3 Asphalt"
"359","Brighton Ave W","bridge","Hunt","600","13",5,3,2,337,28,"6/14","2003","",NA,"F","Local","No Base 3 Asphalt"
"360","Brighton Ave. W","Bishop","South","700","13",4,2,3,792,28,"6/14","2003","1985",NA,"F","Local","No Base 3 Asphalt"
"361","Brighton Ave. W","South","Clyde","800","13",6,3,3,285,34,"4/15","1980","",NA,"O","Local","Base and Curbs"
"362","Bristol Pl","Greenwood Pl.","Beech St.","100","17",7,4,5,380,25,"6/15","2002","",NA,"F","Local","No Base 3 Asphalt"
"363","Broad St","Windsor Pl.","Ackerman","100","19",5,2,4,440,36,"3/15","2004","1988",NA,"F","Collector","No Base 3 Asphalt"
"364","Broad St","Ackerman","Lancaster","200","19",6,2,4,343,36,"3/15","2004","1988",NA,"F","Collector","No Base 3 Asphalt"
"365","Broad St","Lancaster","Buckingham","300","19",6,2,4,358,36,"3/15","2004","1988",NA,"F","Collector","No Base 3 Asphalt"
"366","Broad St","Buckingham","Kensington","400","19",6,3,4,381,36,"3/15","2004","1988",NA,"F","Collector","No Base 3 Asphalt"
"367","Broad St","Kensington","Westcott","500","19",5,2,2,380,36,"3/15","2004","1988",NA,"F","Collector","No Base 3 Asphalt"
"368","Broad St","Westcott","Roosevelt","600","19",7,3,5,340,36,"3/15","2005","1988",NA,"F","Collector","No Base 3 Asphalt"
"369","Broad St","Roosevelt","Meadowbrook","700","19",7,3,5,352,36,"3/15","2005","1988",NA,"F","Collector","No Base 3 Asphalt"
"370","Broad St","Meadowbrook","Fellows","800","19",8,4,3,323,36,"5/14","2005","1988",NA,"F","Collector","No Base 3 Asphalt"
"371","Broad St","Fellows","Westmoreland","900","19",8,4,5,322,36,"5/14","2005","1988",NA,"F","Collector","No Base 3 Asphalt"
"372","Broad St","Westmoreland","Cumberland","1000","19",8,4,4,185,36,"5/14","2005","1988",NA,"F","Collector","No Base 3 Asphalt"
"373","Broad St.","Cumberland","Nottingham","1100","19",8,4,4,320,36,"5/14","2005","1988",NA,"F","Collector","No Base 3 Asphalt"
"374","Broad St.","Nottingham","Crawford","1300","17",7,3,4,293,31,"5/14","2000","",NA,"O","Collector","Base and Curbs"
"375","Broad St.","Crawford","Somerset","1400","17",6,4,2,337,31,"6/15","2000","",NA,"O","Collector","Base and Curbs"
"376","Broad St.","Somerset","Croyden","1500","17",6,3,4,299,31,"6/15","2000","",NA,"O","Collector","Base and Curbs"
