"","Street.Name","From","To","Block","Ward","Overall","Crack","Patch","Length","Width","Date.R8d","DLO","P","O.L","Flush_Oil","Class","Pvmt"
"2912","Salina St., S.","Brighton","Lafayette","2800","14",5,3,3,352,40,"6/15","1998","",NA,"F","Minor Arterial","No Base 3 Asphalt"
"2913","Salina St., S.","Lafayette","Corning","2900","14",5,2,3,308,40,"6/15","1998","",NA,"F","Minor Arterial","No Base 3 Asphalt"
"2914","Salina St., S.","Corning","Newell","3000","14",5,2,3,370,40,"6/15","1998","",NA,"F","Minor Arterial","No Base 3 Asphalt"
"2915","Salina St., S.","Newell","W. Pleasant","3100","14",5,3,3,300,40,"6/15","2008","",NA,"F","Minor Arterial","No Base 3 Asphalt"
"2916","Salina St., S.","W. Pleasant","Calthrop","3200","14",7,3,4,387,40,"6/15","2008","",NA,"F","Minor Arterial","No Base 3 Asphalt"
"2917","Salina St., S.","Calthrop","Lynhurst","3300","14",6,3,3,348,40,"5/14","2001","",NA,"F","Minor Arterial","No Base 3 Asphalt"
"2918","Salina St., S.","Lynhurst","Ostrander","3400","14",6,3,4,428,40,"5/14","2001","",NA,"F","Minor Arterial","No Base 3 Asphalt"
"2919","Salina St., S.","Ostrander","Matson","3500","14",6,3,3,259,40,"5/14","2001","",NA,"F","Minor Arterial","No Base 3 Asphalt"
"2920","Salina St., S.","Matson","Hall","3600","14",6,3,3,391,40,"5/14","2001","",NA,"F","Minor Arterial","No Base 3 Asphalt"
"2921","Salina St., S.","Hall","Belle","3700","14",6,3,4,296,40,"5/14","2001","",NA,"F","Minor Arterial","No Base 3 Asphalt"
"2922","Salina St., S.","Belle","Ballantyne","3800","14",6,3,4,306,40,"5/14","2001","",NA,"F","Minor Arterial","No Base 3 Asphalt"
"2923","Salina St., S.","Ballantyne","Filmore","3900","14",6,3,4,359,40,"5/14","2001","1981",NA,"F","Minor Arterial","No Base 3 Asphalt"
"2924","Salina St., S.","Filmore","Dawes","4000","14",6,3,4,354,40,"5/14","2001","1981",NA,"F","Minor Arterial","No Base 3 Asphalt"
"2925","Salina St., S.","Dawes","Anderson","4100","14",5,2,4,312,40,"5/14","2001","1981",NA,"F","Minor Arterial","No Base 3 Asphalt"
"2926","Salina St., S.","Anderson","W. Florence","4200","14",5,2,4,322,40,"5/14","2001","1981",NA,"F","Minor Arterial","No Base 3 Asphalt"
"2927","Salina St., S.","W. Florence","W. Glen","4300","14",5,2,3,560,40,"5/14","2001","1981",NA,"F","Minor Arterial","No Base 3 Asphalt"
"2928","Salina St., S.","W. Glen","Clarence","4400","14",6,3,3,512,40,"5/14","2001","1981",NA,"F","Minor Arterial","No Base 3 Asphalt"
"2929","Salina St., S.","Clarence","Minerva","4500","14",6,3,3,359,40,"5/14","2001","1981",NA,"F","Minor Arterial","No Base 3 Asphalt"
"2930","Salina St., S.","Minerva","Seeley Ave","4600","14",6,3,3,370,40,"6/15","1989","",NA,"F","Minor Arterial","No Base 3 Asphalt"
"2931","Salina St., S.","Seeley Ave","Seneca Tnpk","4700","14",6,3,4,480,40,"6/15","1989","",NA,"F","Minor Arterial","No Base 3 Asphalt"
"2932","Salina St., S.","Seneca Tnpk","Byrne Pl.","4800","14",5,3,3,1260,40,"5/14","2001","1989",NA,"F","Minor Arterial","No Base 3 Asphalt"
"2933","Salina St., S.","Byrne Pl.","Weymouth Rd","4900","14",5,4,2,498,40,"5/14","2001","1990",NA,"F","Minor Arterial","No Base 3 Asphalt"
"2934","Salina St., S.","Onondaga","Adams","500","9",6,4,3,665,56,"4/14","1997","",NA,"F","Local","No Base 3 Asphalt"
"2935","Salina St., S.","Weymouth Rd","E. Cheltenham","5000","14",5,3,4,317,40,"5/14","2001","1990",NA,"F","Minor Arterial","No Base 3 Asphalt"
"2936","Salina St., S.","E. Cheltenham","Warrington","5100","14",6,3,4,280,40,"5/14","2001","1990",NA,"F","Minor Arterial","No Base 3 Asphalt"
"2937","Salina St., S.","Warrington","Harding Pl.","5200","14",6,3,4,359,40,"5/14","2001","1990",NA,"F","Minor Arterial","No Base 3 Asphalt"
"2938","Salina St., S.","Harding Pl.","Brampton Rd.","5300","14",5,3,4,412,40,"5/14","2001","1990",NA,"F","Minor Arterial","No Base 3 Asphalt"
"2939","Salina St., S.","Brampton Rd.","Searlwyn","5400","14",5,2,4,275,40,"5/14","2001","1990",NA,"F","Minor Arterial","No Base 3 Asphalt"
"2940","Salina St., S.","Conifer Dr","Richfield","5500","14",6,3,3,618,40,"5/14","2001","1990",NA,"F","Minor Arterial","No Base 3 Asphalt"
"2941","Salina St., S.","Searlwyn","Conifer Dr","5500","14",6,3,3,359,40,"5/14","2001","1990",NA,"F","Minor Arterial","No Base 3 Asphalt"
"2942","Salina St., S.","Richfield","Maplewood","5600","14",6,2,4,285,40,"5/14","2001","1990",NA,"F","Minor Arterial","No Base 3 Asphalt"
"2943","Salina St., S.","Maplewood","Oakley Dr.","5700","14",6,2,4,375,40,"5/14","2001","1990",NA,"F","Minor Arterial","No Base 3 Asphalt"
"2944","Salina St., S.","Oakley Dr.","Parrish La.","5800","14",5,3,3,401,40,"5/14","2001","1990",NA,"F","Minor Arterial","No Base 3 Asphalt"
"2945","Salina St., S.","Parrish La.","Dorwin Ave.","5900","14",6,3,4,211,40,"5/14","2001","1990",NA,"F","Minor Arterial","No Base 3 Asphalt"
"2946","Salisbury Pk Dr","Mountainview","Fayette Blvd","500","17",6,3,4,591,32,"5/14","1980","",NA,"O","Local","Base and Curbs"
"2947","Salisbury Pk Dr","Fayette Blvd.","Salt Springs Rd","600","17",7,4,4,726,32,"6/15","2006","",NA,"O","Local","Base and Curbs"
"2948","Salisbury Rd.","Avery Ave","Benham","100","8",7,4,4,1550,29,"4/15","1996","",NA,"O","Collector","Base and Curbs"
"2949","Salisbury Rd.","Benham","Montrose","200","8",7,4,4,275,29,"4/15","1980","",NA,"O","Collector","Base and Curbs"
"2950","Salisbury Rd.","Montrose","Fay","300","8",7,4,4,708,29,"4/15","1980","",NA,"O","Local","Base and Curbs"
"2951","Salisbury Rd.","Fay","Orchard","400","8",7,3,4,1254,29,"4/15","1980","",NA,"O","Local","Base and Curbs"
"2952","Salt Springs Rd.","E. Genesee","Bruce","100","17",8,4,4,223,25,"6/15","2010","1990",NA,"F","Minor Arterial","No Base 3 Asphalt"
"2953","Salt Springs Rd.","Bruce","Fenway","200","17",8,4,5,281,25,"6/15","2010","1990",NA,"F","Minor Arterial","No Base 3 Asphalt"
"2954","Salt Springs Rd.","Fenway","Genesee Pk. Dr.","300","17",8,4,4,321,25,"6/15","2010","1990",NA,"F","Minor Arterial","No Base 3 Asphalt"
"2955","Salt Springs Rd.","Genesee Pk. Dr.","Beattie","400","17",7,3,5,330,25,"6/15","2010","1990",NA,"F","Minor Arterial","No Base 3 Asphalt"
"2956","Salt Springs Rd.","Beattie","East Ave","500","17",8,3,4,567,25,"6/15","2010","1991",NA,"F","Minor Arterial","No Base 3 Asphalt"
"2957","Salt Springs Rd.","East Ave","Seeley Rd.","600","17",8,4,5,687,25,"6/15","2010","1991",NA,"F","Minor Arterial","No Base 3 Asphalt"
"2958","Salt Springs Rd.","Seeley Rd.","Gorland","700","17",6,3,3,519,34,"5/14","1999","",NA,"F","Minor Arterial","No Base 3 Asphalt"
"2959","Salt Springs Rd.","Gorland","Ball Ave","800","17",6,3,2,450,34,"5/14","1999","",NA,"F","Minor Arterial","No Base 3 Asphalt"
"2960","Salt Springs Rd.","Ball Ave","Salisbury Pk.","900","17",6,4,2,726,36,"5/14","1999","",NA,"F","Minor Arterial","Base and Curbs"
"2961","Salt Springs Rd.","Salisbury Pk.","Melbourne","1000","17",6,3,3,333,36,"5/14","1999","",NA,"F","Minor Arterial","Base and Curbs"
"2962","Salt Springs Rd.","Melbourne","Audubon Pkwy","1100","17",6,3,4,280,36,"5/14","1999","",NA,"F","Minor Arterial","Base and Curbs"
"2963","Salt Springs Rd.","Audubon Pkwy","Springfield Rd.","1200","17",5,3,3,259,36,"5/14","1999","",NA,"F","Minor Arterial","Base and Curbs"
"2964","Salt Springs Rd.","Springfield Rd.","Albert Rd.","1200","17",6,3,3,665,36,"6/15","1980","",NA,"O","Local","Base and Curbs"
"2965","Salt Springs Rd.","Albert Rd.","Carlton Dr.","1300","17",5,2,3,686,36,"6/15","1999","",NA,"O","Local","Base and Curbs"
"2966","Salt Springs Rd.","Carlton Dr.","Barrington Rd.","1400","17",6,3,4,900,36,"6/15","1998","",NA,"O","Local","Base and Curbs"
"2967","Salt Springs Rd.","Barrington Rd.","Sherbrooke","1500","17",6,3,3,1150,36,"6/15","1998","",NA,"O","Local","Base and Curbs"
"2968","Salt Springs Rd.","Sherbrooke","Manor Dr.","1600","17",7,3,4,70,36,"6/15","1998","",NA,"O","Local","Base and Curbs"
"2969","Salt St","N. Salina","Butternut","100","9",5,2,3,792,21,"4/14","1990","",NA,"F","Local","No Base 3 Asphalt"
"2970","Sand St","W. Genesee","Belden/690","100","2",5,2,3,415,20,"4/14","1996","",NA,"F","Local","No Base 3 Asphalt"
"2971","Sand St.","Belden","Edison","200","2",4,2,4,260,20,"4/14","1980","",NA,"F","Local","No Base 3 Asphalt"
"2972","Sand St.","Marquette","Spencer","300","2",5,3,2,300,20,"4/14","2000","",NA,"F","Local","No Base 3 Asphalt"
"2973","Sarah Loguen St.","Adams","Harrison","100","15",6,3,3,500,36,"4/14","1980","",NA,"F","Local","No Base 3 Asphalt"
"2974","Saturn Rd","Lafayette Rd.","dead end","100","14",5,2,4,532,24,"6/15","2000","",NA,"O","Local","No Base Full Asphalt"
"2975","Schiller Ave","Highland St.","Wadsworth","100","4",4,2,1,742,24,"5/15","1980","",NA,"O","Local","Base and Curbs"
"2976","Schneider St.","Butternut","Seward","100","4",4,2,2,581,16,"4/14","1987","",NA,"F","Local","No Base 3 Asphalt"
"2977","Schoeck Ave","Sedwick Dr.","Woodlawn Terr","100","4",6,2,4,514,30,"4/14","2001","",NA,"O","Local","Base and Curbs"
"2978","School St","St. Mark's","Lowell","100","7",5,2,3,327,NA,"6/14","1994","",NA,"O","Local","Base and Curbs"
"2979","School St","Lowell","Fayette St.","200","7",5,2,3,273,NA,"6/14","1994","",NA,"O","Local","Base and Curbs"
"2980","Schuler St","Winton","Teall","100","6",7,3,4,586,29,"4/15","2004","",NA,"O","Local","Base and Curbs"
"2981","Schuyler St","W. Fayette","Lowell","200","7",6,3,3,312,27,"6/14","2003","",NA,"F","Local","No Base 3 Asphalt"
"2982","Schuyler St","Lowell","Emerson","300","7",7,4,3,422,27,"6/14","2005","1994",NA,"O","Local","Base and Curbs"
"2983","Schuyler St","Emerson","Milton","400","7",6,3,4,678,27,"6/14","1999","",NA,"O","Local","Base and Curbs"
"2984","Schuyler St","Milton","Willis","500","7",6,2,4,605,27,"6/14","2005","",NA,"O","Local","Base and Curbs"
"2985","Schuyler St","Willis","Avery","600","7",7,4,3,587,27,"6/14","2005","",NA,"O","Local","Base and Curbs"
"2986","Schuyler St","Avery","Myrtle","700","7",5,3,3,587,27,"6/14","2002","",NA,"O","Local","Base and Curbs"
"2987","Scott Ave","E. Genesee","Scottholm Blvd.","100","17",7,4,4,510,28,"6/15","2002","",NA,"F","Local","No Base 3 Asphalt"
"2988","Scott Ave","Scottholm Blvd.","Meadowbrook","200","17",6,3,3,1327,28,"6/15","2002","",NA,"F","Local","No Base 3 Asphalt"
"2989","Scott Ave","Meadowbrook","Mineola","300","17",7,3,4,1175,29,"6/15","1992","",NA,"O","Local","Base and Curbs"
"2990","Scott Ave","Mineola","Euclid","400","17",8,4,5,385,29,"6/15","1992","",NA,"O","Local","Base and Curbs"
"2991","Scott Ave","Euclid","City Line","500","17",6,3,3,690,29,"5/14","1992","",NA,"O","Local","Base and Curbs"
"2992","Scott Ave West","Scott Ave","Crawford","100","17",6,2,5,270,34,"5/14","2001","",NA,"O","Local","Base and Curbs"
"2993","Scottholm Blvd","E. Genesee","Scottholm Terr.","100","17",6,3,3,414,30,"6/15","1997","1984",NA,"F","Local","No Base 3 Asphalt"
"2994","Scottholm Blvd","Scottholm Terr.","Scott Ave","200","17",5,2,3,873,30,"6/15","2002","97,84",NA,"F","Local","No Base 3 Asphalt"
"2995","Scottholm Blvd","Scott Ave","Ramsey Ave","300","17",5,3,3,371,30,"6/15","2002","97,84",NA,"F","Local","No Base 3 Asphalt"
"2996","Scottholm Blvd","Ramsey Ave","Bradford Pkwy","400","17",5,2,3,380,30,"6/15","2002","97,84",NA,"F","Local","No Base 3 Asphalt"
"2997","Scottholm Ter","Scottholm Blvd.","Crawford","100","17",3,2,2,735,27,"5/14","1999","",NA,"F","Local","No Base 3 Asphalt"
"2998","Scottholm Ter","Crawford","Sunnyside Rd.","200","17",2,2,1,1575,27,"5/14","1999","",NA,"F","Local","No Base 3 Asphalt"
"2999","Scottholm Ter","Sunnyside Rd.","Meadowbrook","300","17",4,2,2,550,27,"5/14","1999","",NA,"F","Local","No Base 3 Asphalt"
"3000","Scoville Ave","Wadsworth","Woodruff","100","4",6,3,4,309,28,"5/15","1992","",NA,"O","Local","No Base 3 Asphalt"
"3001","Scoville Ave","Woodruff","Oak","200","4",4,3,2,312,28,"5/15","1988","",NA,"O","Local","Base and Curbs"
"3002","Scoville Ave","Oak","Helen","300","4",6,3,4,315,28,"5/15","2004","1988",NA,"O","Local","No Base 3 Asphalt"
"3003","Scoville Ave","Helen","Dewitt","400","4",6,3,4,285,28,"5/15","2004","1988",NA,"O","Local","Base and Curbs"
"3004","Scoville Ave","Dewitt","Sedgwick Dr.","500","4",5,3,4,342,28,"5/15","2004","1988",NA,"O","Local","No Base 3 Asphalt"
"3005","Scoville Ave","Sedgwick Dr.","Wendell Terr.","600","4",5,2,3,840,28,"5/15","1988","",NA,"O","Local","No Base 3 Asphalt"
"3006","Searlwyn Rd","S. Salina","Coldbrook","100","14",7,3,5,1046,22,"6/15","1980","",NA,"O","Local","Base and Curbs"
"3007","Searlwyn Rd","Coldbrook","Latter Dr.","200","14",7,3,5,349,22,"6/15","1980","",NA,"O","Local","Base and Curbs"
"3008","Second N St","Kirkpatrick","Danforth","100","1",6,3,4,495,36,"4/15","2002","",NA,"F","Local","No Base 3 Asphalt"
"3009","Second N St","Danforth","Court","200","1",7,3,4,477,36,"4/15","2002","",NA,"F","Local","No Base 3 Asphalt"
"3010","Second N St","Court","Turtle","300","1",7,4,3,495,36,"4/15","2002","",NA,"F","Local","No Base 3 Asphalt"
"3011","Second N St","Turtle","Bear","400","1",7,3,5,458,36,"4/15","2002","",NA,"F","Local","No Base 3 Asphalt"
"3012","Second N St","Bear","LeMoyne","500","1",7,3,4,477,36,"4/15","2002","",NA,"F","Local","No Base 3 Asphalt"
"3013","Second N St","LeMoyne","Wolf","600","1",7,3,4,480,36,"4/15","2001","",NA,"F","Local","No Base 3 Asphalt"
"3014","Second N St","Wolf","Hiawatha","700","1",6,3,3,460,36,"4/15","2002","",NA,"F","Local","No Base 3 Asphalt"
"3015","Sedgwick Dr","James","Brattle Rd.","100","4",7,3,4,550,40,"5/15","1980","",NA,"F","Local","No Base 3 Asphalt"
"3016","Sedgwick Dr","Brattle Rd.","Farmer","200","4",7,4,3,515,40,"5/15","2000","1983",NA,"F","Local","No Base Full Asphalt"
"3017","Sedgwick Dr","Farmer","Hampshire Rd","300","4",5,2,3,625,40,"5/15","2000","1983",NA,"F","Local","No Base 3 Asphalt"
"3018","Sedgwick Dr","Hampshire Rd","Rugby Rd","400","4",6,3,2,686,40,"5/15","2000","1983",NA,"F","Local","No Base 3 Asphalt"
"3019","Sedgwick Dr","Rugby Rd","Sedgwick Rd","500","4",5,2,3,560,36,"5/15","1983","",NA,"F","Local","No Base 3 Asphalt"
"3020","Sedgwick Dr","Sedgwick Rd","Scoville","600","4",5,2,3,317,36,"5/15","1983","",NA,"F","Local","No Base 3 Asphalt"
"3021","Sedgwick Dr","Scoville","Shoeck","700","4",7,3,5,285,36,"5/15","2004","1983",NA,"O","Local","Base and Curbs"
"3022","Sedgwick Dr","Shoeck","Mertens","800","4",6,3,5,345,36,"5/15","2004","1983",NA,"O","Local","Base and Curbs"
"3023","Sedgwick Rd","Sedgwick Dr.","dead end","100","4",6,3,4,612,31,"5/15","2000","",NA,"F","Local","Base and Curbs"
"3024","Sedgwick St","James","Shuart","100","6",8,4,4,588,30,"4/15","2004","",NA,"F","Local","No Base Full Asphalt"
"3025","Sedgwick St","Shuart","Robinson","200","6",7,3,4,769,30,"4/15","2004","",NA,"F","Local","No Base Full Asphalt"
"3026","Seeley Ave","S. Salina","dead end","100","14",6,3,2,761,24,"5/14","2000","",NA,"O","Local","Base and Curbs"
"3027","Seeley Rd","Erie Blvd","Hazelwood","","17",7,3,4,720,27,"6/15","2004","1987",NA,"F","Minor Arterial","No Base Full Asphalt"
"3028","Seeley Rd.","Hazelwood","Mountainview","300","17",7,4,4,370,27,"6/15","2004","1987",NA,"F","Minor Arterial","No Base 3 Asphalt"
"3029","Seeley Rd.","Mountainview","Ridgeway","400","17",5,4,2,411,27,"6/15","2004","1987",NA,"F","Minor Arterial","No Base 3 Asphalt"
"3030","Seeley Rd.","Ridgeway","Fayette Blvd.","500","17",5,3,2,306,27,"6/15","2004","1987",NA,"F","Minor Arterial","No Base 3 Asphalt"
"3031","Seeley Rd.","Fayette Blvd.","Niven","600","17",5,3,2,354,26,"6/15","2002","1994",NA,"F","Minor Arterial","No Base 3 Asphalt"
"3032","Seeley Rd.","Niven","Salt Springs Rd.","700","17",6,3,4,480,26,"6/15","2002","1994",NA,"F","Minor Arterial","No Base 3 Asphalt"
"3033","Seneca Dr","E. Glen Ave","Clarence","100","14",4,3,2,428,24,"6/15","1987","",NA,"O","Local","Base and Curbs"
"3034","Seneca Dr","Clarence","Orlando","200","14",3,3,1,894,24,"6/15","1991","1987",NA,"O","Local","Base and Curbs"
"3035","Seneca Dr","Orlando","Seneca Tnpk","400","14",4,3,2,520,24,"6/15","1987","",NA,"O","Local","Base and Curbs"
"3036","Seneca Pl","W. Seneca Tnpk","dead end","100","13",7,3,4,200,12,"4/15","1991","",NA,"O","Local","Base and Curbs"
"3037","Seneca St","W. Fayette","Marcellus","100","8",3,1,2,315,28,"4/15","1998","1986",NA,"F","Local","No Base 3 Asphalt"
"3038","Seneca St","Marcellus","Otisco","200","8",6,3,4,390,28,"6/14","1990","",NA,"O","Local","Base and Curbs"
"3039","Seneca St","Otisco","Tully","300","8",6,3,4,291,28,"6/14","1990","",NA,"O","Local","Base and Curbs"
"3040","Seneca Tpk E","S. Salina","Seneca Dr.","100","14",6,3,3,561,36,"5/14","2004","2002,1987",NA,"F","Minor Arterial","No Base 3 Asphalt"
"3041","Seneca Tpk E","Seneca Dr.","Monticello","200","14",7,3,4,531,36,"5/14","2004","2002,1987",NA,"F","Minor Arterial","No Base 3 Asphalt"
"3042","Seneca Tpk E","Monticello","Maywood","300","14",6,4,3,576,36,"6/15","2002","1987",NA,"F","Minor Arterial","No Base 3 Asphalt"
"3043","Seneca Tpk E","Maywood","Rte. 81","400","14",6,3,3,813,36,"6/15","2002","1987",NA,"F","Minor Arterial","No Base 3 Asphalt"
"3044","Seneca Tpk E","Rte. 81","E. Brighton","500","14",6,3,4,1350,36,"6/15","2002","1987",NA,"F","Minor Arterial","No Base 3 Asphalt"
"3045","Seneca Tpk E","Brighton","City Line","600","14",6,3,4,1478,36,"5/14","1980","",NA,"F","Minor Arterial","No Base 3 Asphalt"
"3046","Seneca Tpk., W.","S. Salina","Midland","100","13",5,4,1,1145,36,"6/14","1987","",NA,"F","Minor Arterial","No Base 3 Asphalt"
"3047","Seneca Tpk., W.","Midland","Milbourn","200","13",7,4,4,1040,36,"6/14","1987","",NA,"F","Minor Arterial","No Base 3 Asphalt"
"3048","Seneca Tpk., W.","Milbourn","Valley Dr.","300","13",6,4,2,633,36,"6/14","1987","",NA,"F","Minor Arterial","No Base 3 Asphalt"
"3049","Seneca Tpk., W.","Valley Dr.","Smith Rd.","400","13",5,3,2,600,39,"6/14","1999","",NA,"F","Minor Arterial","No Base 3 Asphalt"
"3050","Seneca Tpk., W.","Smith Rd.","Ames Ave.","500","13",5,3,2,780,36,"6/14","1999","",NA,"F","Minor Arterial","No Base 3 Asphalt"
"3051","Seneca Tpk., W.","Ames Ave.","Hopper Rd","600","13",5,3,2,205,36,"6/14","1999","",NA,"F","Minor Arterial","No Base 3 Asphalt"
"3052","Seneca Tpk., W.","Hopper Rd","Seneca Pl./C.L.","700","13",5,3,2,300,36,"6/14","1999","94,87",NA,"F","Minor Arterial","No Base 3 Asphalt"
"3053","Seventh North St","Court","Cadillac","100","1",4,2,2,723,31,"4/15","2001","1983",NA,"F","Minor Arterial","No Base 3 Asphalt"
"3054","Seventh North St","Cadillac","LeMoyne","200","1",4,1,2,897,31,"4/15","2001","1983",NA,"F","Minor Arterial","No Base 3 Asphalt"
"3055","Seventh North St","LeMoyne","Stedman","300","1",5,3,3,444,33,"4/15","1980","",NA,"F","Minor Arterial","No Base Full Asphalt"
"3056","Seventh North St","Stedman","Wolf","400","1",5,3,1,459,33,"4/15","1980","",NA,"F","Minor Arterial","Base and Curbs"
"3057","Seventh North St","Wolf","Hiawatha","500","1",6,3,3,533,33,"4/15","2000","1992",NA,"F","Minor Arterial","No Base 3 Asphalt"
"3058","Seventh North St","Hiawatha","City Line/RR bridg","600","1",6,3,4,623,33,"4/15","2000","1993",NA,"F","Minor Arterial","No Base 3 Asphalt"
"3059","Seward St.","Lodi","Rosewood","100","6",6,3,4,385,27,"4/14","1999","",NA,"F","Local","No Base 3 Asphalt"
"3060","Seward St.","Rosewood","Alvord","200","6",5,3,2,532,27,"4/14","1999","",NA,"F","Local","No Base 3 Asphalt"
"3061","Seward St.","Alvord","Graves","300","4",7,4,4,477,27,"5/15","1999","",NA,"F","Local","No Base 3 Asphalt"
"3062","Seymour St","Onondaga","West","100","10",4,3,1,NA,30,"4/14","1991","",NA,"F","Local","No Base 3 Asphalt"
"3063","Seymour St","West","Niagara","200","10",8,4,4,606,30,"4/14","1991","",NA,"F","Collector","No Base 3 Asphalt"
"3064","Seymour St","Niagara","Oswego","300","10",7,4,3,970,30,"4/14","1991","",NA,"F","Collector","No Base 3 Asphalt"
"3065","Seymour St","Oswego","Geddes","500","8",8,5,3,2010,30,"4/15","2007","1991",NA,"F","Collector","No Base 3 Asphalt"
"3066","Seymour St","Geddes","Wilbur","600","8",8,4,4,634,30,"6/14","2005","",NA,"F","Collector","No Base 3 Asphalt"
"3067","Sharon Dr","Winkworth","Highridge","100","11",7,3,5,528,24,"4/14","2002","",NA,"O","Local","Base and Curbs"
"3068","Shelbourne Pl","Parkway Dr.","dead end","100","12",8,4,5,211,24,"3/14","1980","",NA,"O","Local","Base and Curbs"
"3069","Sheldon Ave","Ballantyne","dead end","100","14",6,3,4,507,26,"6/15","1980","",NA,"O","Local","Base and Curbs"
"3070","Sherbourne Rd","Meadowbrook","Crawford","100","17",6,2,4,459,28,"6/15","2004","",NA,"O","Local","Base and Curbs"
"3071","Sherbourne Rd","Crawford","dead end","200","17",6,3,3,561,28,"6/15","2001","1992",NA,"O","Local","Base and Curbs"
"3072","Sheridan Dr","W. Onondaga","Holland","100","10",6,3,3,422,17,"4/14","1990","",NA,"O","Local","Base and Curbs"
"3073","Sheridan Pl.","Burnet","Nichols","100","5",5,3,4,317,27,"4/14","1980","",NA,"O","Local","Base and Curbs"
"3074","Sherman St","Westmoreland","Cumberland","100","19",4,2,3,528,21,"5/14","2002","1990",NA,"O","Local","Base and Curbs"
"3075","Sherman St","Cumberland","Nottingham","200","19",7,4,4,NA,NA,"5/14","1980","",NA,"O","Local","Base and Curbs"
"3076","Sherwood Ave","Burnet","Hawley","100","6",4,2,4,708,24,"4/14","2002","",NA,"F","Local","No Base 3 Asphalt"
"3077","Sherwood Ave","Hawley","Craton","200","6",4,2,3,438,24,"4/14","2002","",NA,"F","Local","No Base 3 Asphalt"
"3078","Sherwood Ave","Craton","Robinson","300","6",4,2,3,512,24,"4/14","2002","",NA,"F","Local","No Base 3 Asphalt"
"3079","Shirley Dr","Atlantic","Grove","100","13",7,3,4,255,26,"6/14","1980","",NA,"O","Local","Base and Curbs"
"3080","Shirley Dr","Grove","Ballantyne","200","13",6,3,4,290,26,"6/14","1980","",NA,"O","Local","Base and Curbs"
"3081","Shirley Dr","Ballantyne","Marlet","300","13",4,2,4,419,26,"6/14","1980","",NA,"O","Local","Base and Curbs"
"3082","Shirley Rd","Standish","Euclid","100","17",5,3,4,883,28,"5/14","1992","",NA,"O","Local","Base and Curbs"
"3083","Shonnard St","West/Onondaga","Niagara","100","10",8,5,4,684,34,"4/14","2011","2004",NA,"F","Collector","No Base 3 Asphalt"
"3084","Shonnard St","Niagara","Oswego","200","10",9,5,5,1011,34,"9/14","2011","2004",NA,"F","Collector","No Base 3 Asphalt"
"3085","Shonnard St","Oswego","Geddes","300400","8",8,5,4,2075,34,"6/14","2011","",NA,"F","Collector","No Base 3 Asphalt"
"3086","Shotwell Park","James","Melrose","100","5",8,3,4,1363,46,"9/14","2002","",NA,"F","Local","No Base 3 Asphalt"
"3087","Shotwell Park","Melrose","Sunnycrest","200","5",6,3,4,1060,46,"9/14","1998","",NA,"F","Local","No Base 3 Asphalt"
"3088","Shuart Ave.","Sedgwick St","Pattison","100","6",5,4,2,280,26,"4/14","1980","",NA,"F","Local","No Base 3 Asphalt"
"3089","Shuart Ave.","Pattison","Vine","200","6",3,3,1,502,26,"4/14","1980","",NA,"F","Local","No Base 3 Asphalt"
"3090","Shuart Ave.","Vine","Wilson","300","6",3,2,2,590,26,"4/14","1980","",NA,"F","Local","No Base 3 Asphalt"
"3091","Shuart Ave.","Wilson","Teall","400","6",3,3,1,741,26,"4/14","1980","",NA,"F","Local","No Base 3 Asphalt"
"3092","Sidman Ave","Gere","dead end","100","7",5,2,4,211,NA,"6/14","1994","",NA,"O","Local","Base and Curbs"
"3093","Sidney St","Oak","Helen","100","4",6,3,4,330,29,"4/14","2001","",NA,"O","Local","Base and Curbs"
"3094","Sidney St","Helen","Dewitt","200","4",5,3,4,330,29,"4/14","2001","",NA,"O","Local","Base and Curbs"
"3095","Sixth N St","Stedman","Wolf","100","1",7,3,5,465,29,"4/14","2005","1989",NA,"O","Local","Base and Curbs"
"3096","Sixth N St","Wolf","Hiawatha","200","1",7,3,4,495,29,"4/15","2005","1989",NA,"O","Local","Base and Curbs"
"3097","Sixth N St","Hiawatha","dead end","300","1",6,3,3,750,29,"4/15","1993","",NA,"O","Local","Base and Curbs"
"3098","Sizer St","S. McBride","dead end","100","18",6,3,3,148,31,"5/14","1980","",NA,"O","Local","Base and Curbs"
"3099","Slayton Ave","Ballantyne","Dawes","100","14",6,3,3,665,27,"5/14","2003","",NA,"O","Local","Base and Curbs"
"3100","Slocum Ave","Onondaga","Holland","100","10",5,3,2,432,34,"4/14","2002","",NA,"F","Local","No Base 3 Asphalt"
"3101","Slocum Ave","Holland","Kellogg","200","10",5,3,3,376,34,"4/14","2002","",NA,"F","Local","No Base 3 Asphalt"
"3102","Slocum Ave","Kellogg","Shonnard","300","10",5,3,3,188,34,"4/14","2002","",NA,"F","Local","No Base 3 Asphalt"
"3103","Smiley Dr","Ferndale","dead end","100","14",6,2,4,152,28,"6/15","1980","",NA,"O","Local","Base and Curbs"
"3104","Smith La","Moore Ave","Jamesville Ave","100","19",4,3,1,950,34,"3/15","1980","",NA,"F","Local","No Base 3 Asphalt"
"3105","Smith Rd","Englewood","Kimber Ave","100","13",7,4,4,481,26,"4/15","1980","",NA,"O","Local","Base and Curbs"
"3106","Smith Rd","Kimber Ave","Seneca Tnpk","200","13",6,3,4,416,26,"4/15","2004","",NA,"O","Local","Base and Curbs"
